"Grabkomplex";"Grabnummer";"Grabbezeichnung";"Grabbeschreibung";"Grabcharakter";"Graberhaltung";"Grabausrichung";"Grabniveau";"Grubenlänge";"Grubenbreite";"Grubentiefe";"Grabkammer";"Grabkammerlänge";"Grabkammerbreite";"Mehrfachbestattung";"Grabberaubung";"Verziegelung des Bodens";""Brandschicht"";"Holzwände";"Holzdecke";"Holzboden";"Steinwände";"Steindecke";"Steinboden";"Steinpackungsdurchmesser";"Besonderheiten";"Arch_Geschlechtsbestimmung"
94;145;"59";"Rundliche, graue bis schwarze Verfärbung; sandige Füllung mit Holzkohlepartikeln durchsetzt, nur winzige Leichenbrandpartikel; in Grube mit Mündung zu Mündung gestellte Schüsseln mit weiterem Leichenbrand";"1";2;9;2;1,40;1,40;0,25;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
95;146;"61";"F. N. geht von nahezu vollständiger Beraubung aus (S. 39); keine Skelettreste oder Leichenbrand beobachtet";"1";3;9;3;;;0,00;3;;;0;1;0;0;0;0;0;0;1;0;2,35;0;0
96;147;"62";"Rundliche graue bis schwarze Verfärbung mit unscharfen Grenzen; im Zentrum Holzkohle, darin großer Kalkstein; direkt darunter Leichenbrand in Beutelform; keine Beigaben";"1";2;9;2;1,35;1,35;0,20;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
97;148;"Grab 63";"In Grabmitte leichenbrandhaltige Schüssel, wenig Leichenbrand auch daneben; am nördlichen Rand des Steinkreises schwarze Verfärbung von 0,5 m Durchmesser mit gehäuft Holzkohle";"1";2;7;3;;;0,00;3;;;1;0;0;0;0;0;0;0;1;0;;0;4
98;175;"30";"Enge Grabgrube von SSW nach NNO";"1";2;14;2;1,50;0,30;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
99;176;"32";"Grabgrube besitzt parallele Seiten + deshalb wahrscheinlich ursprünglich Kammer; Ausrichtung von SSW nach NNO; Gefäße an ö Wand gestellt, teilweise ineinander gestapelt";"4";2;14;2;1,40;0,90;0,20;2;1,40;0,90;0;0;0;0;0;0;0;0;0;0;;0;0
100;178;"33";"Urnengrab mit umgestülpter Deckschale; nur wenig Leichenbrand; Urne selbst weitgehend leer, da Deckschale bis nach unten durchgebrochen";"1";2;9;2;;;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
101;179;"37";"Stark gestörtes Brandgrab, Grabgrube ist nicht abzugrenzen [Niveau auch relativ hoch; evtl. ebenerdig?]; Scherben auf 1 x 1,2 m verstreut";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
102;180;"47";"Gestörte Brandgrube von ovaler Form; schwarzbraune Füllung mit wenig Holzkohle; Gefäße ö von Leichenbrand in Reihe aufgestellt; Leichenbrand nicht extra abgedeckt über Planum eine große Schulterscherbe, evtl. zum Abdecken, da bereits fragmentarisch ins Gr";"1";2;6;2;1,20;0,70;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
103;181;"50";"Brandgrube von ovaler Form, schwarzbraun verfüllt mit teilweise viel Holzkohle; Leichenbrand ohne Abdeckung; zerscherbten Gefäße im N + O; 3mal Gefäße ineinandergestellt";"1";2;4;2;1,30;0,95;0,22;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
104;182;"71";"Schlecht erhaltenes, von Pflug beschädigtes Brandgrab; Grabgrube ist nicht abzugrenzen [Niveau liegt auch relativ hoch, evtl. ebenerdig angelegt? Maximaler Höhenunterschied 0,2 m], eine Art von Grabkammer aber wegen Gefäßaufstellung wahrscheinlich [Orient";"4";3;14;1;;;;2;1,40;1,40;1;0;0;0;0;0;0;0;0;0;;0;4
105;183;"75";"Grabgrube nicht zu erkennen; Leichenbrand lag ohne Abdeckung etwa im Zentrum";"1";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
106;184;"85";"Brandgrab stark zerstört, offenbar keine Grabgrube erkennbar; aufgrund Gefäßanordnung Grabkammer wahrscheinlich; zahlreiche Gefäße vermutlich bereits durch Pflug zerstört; laut Anthropologen 2 Individuen";"1";3;9;1;;;;2;;;1;0;0;0;0;0;0;0;0;0;;0;4
107;185;"91";"Trotz Verfärbung keine Grabgrube abgrenzbar; Gefäßanordnung macht aber Grabkammer wahrscheinlich; Gefäße dann an S- + O-Wand stehend; anthropologisch 2 Individuen bestimmt; Leichenbrand wohl im Norden, einerseits unter Gefäß, andererseits ohne weitere Abd";"4";2;7;1;;;;2;1,80;1,40;1;0;0;0;0;0;0;0;0;0;;0;4
108;186;"93";"Etwa runde Grube, im Zentrum Band aus Holzkohle, wenig Keramik + Leichenbrand";"1";2;9;2;0,63;0,63;0,20;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
109;187;"99";"Abgepflügtes Urnengrab [wohl eingetieft]; in der Urne Leichenbrand, darauf kleines Gefäß";"1";3;9;2;;;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
110;188;"148";"Brandschüttungsgrab über Planum mit wenig Leichenbrand + Keramik [woher weiß Schopper, daß es kein Urnengrab ist? Vielleicht wegen Holzkohle? (die aber nicht erwähnt wird)]";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
111;189;"148";"Stark zerstörtes Brandgrab, kaum weitere Aussagen möglich";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
112;190;"XIV";"Angepflügtes Hallstattgrab, Reste notgeborgen, eventuell dabei auch Reste eines Urnengrabes";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
113;191;"XVII";"Stark zerstörtes Urnengrab, Befund unklar";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
115;192;"Grab 1";"Mit schlechter Dokumentation wurden Funde geborgen; an Befunden lediglich Steinpackung; Ettel geht von Körperbestattung mit Metallbeigaben einerseits + Brandbestattung als Erstbestattung mit Steinsetzung andererseits aus";"4";3;9;1;;;;2;;;1;0;0;0;0;0;0;0;1;0;;0;4
116;193;"Grab 2";"Größe der Grabkammer aus Gefäßanordnung erschlossen; Holzreste deuten auf hölzerne Innenkonstruktion hin, die sowohl über als auch unter der Keramik bestand; Pfostenlöcher innerhalb der Grabkammer könnten auch zu urnenfelderzeitlichen Siedlung gehören; Re";"2";2;13;3;;;0,00;1;2,80;2,50;1;0;1;1;1;1;1;0;1;0;6,00;0;4
1002;449;"Grab";"Körperbestattung, von Kalksteinplatten umstellt und abgedeckt; teilweise durch Bachlauf zerstört [angeblich N-S-orientiert]; mit Trachtschmuck in situ";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;1;1;0;;0;3
1020;632;"Grabkammer";"Grabkammer: ""Auf dem Kammerboden waren verkohlte Holzreste des niedergebrannten Scheiterhaufens, darunter zahlreiche grobkeramische Scherben, zusammen mit dem Leichenbrand ausgestreut worden. An der östlichen Kammerwand standen drei Gefäße ... Die Außenwä";"2";2;5;3;;;0,00;1;2,20;1,50;0;0;0;1;1;0;0;0;0;0;;1;0
1021;633;"Brandgrab";"Zerpflügtes Zentralgrab mit Brandbestattung, Eisenschwert und wenig Keramik";"2";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1076;2861;"Grab";"Von Steinen umgebende Körperbestattung, dabei Hohlring";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;1;0;0;;0;0
1087;225;"Grab";"Körperbestattung mit Trachtschmuck";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1089;232;"Grab 1";"Bis in anstehenden Boden eingetiefte Grube, nnö des Zentralgrabes; darin deutliche Reste eines Holzeinbaus; keine Skelettreste, keine Beigaben";"3";2;19;2;2,00;0,80;;1;1,66;0,65;0;0;0;0;1;0;0;0;0;0;;0;0
1089;233;"Grab 2";"Bis in anstehenden Boden eingetiefte Grube [Form und Orientierung des Grabes nach Plan etwas unklar], s des Zentralgrabes; keine Skelettreste, keine Beigaben";"3";2;9;2;1,80;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1089;234;"Grab 3";"Eingetieftes Zentralgrab, mit deutlichen Spuren eines Holzeinbaus [Orientierung nach SSW mit starker Tendenz nach S], durch Tiergänge stark gestört; keine Skelettreste; in SW-Ecke Lanzenspitze und Rasiermesser [wohl neben Kopf]; verlagerter Bronzearmring ";"2";3;14;2;;;;1;2,20;0,90;0;0;0;0;1;0;0;0;1;0;20,00;0;1
1092;244;"Grab";"Körperbestattung mit Trachtschmuck und Keramikgefäß in Brusthöhe";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1096;271;"Körperbestattung 2";"Grube, durch das ältere Brandgrab bis 0,25 m unter gewachsenen Boden eingetieft; darin Steinpackung mit Resten von 2 wohl älteren Steinstelen, vor allem entlang der Gubenwand; geringe Skelettreste, Beigaben machen einen verlagerten Eindruck; Störung im Bo";"3";2;4;2;3,20;2,00;;2;;;0;0;0;0;0;0;0;1;1;0;2,70;0;2
1096;2698;"Brandgrab 1";"Durch jüngere Körperbestattung praktisch vollständig zerstörte Brandbestattung; erhalten noch geringe Reste der n Kammerwand; Grabkammer offensichtlich auf 0,25 m hohem Podium errichtet; in situ nur noch 2 Keramikgefäße; Leichenbrand, weitere Scherben und";"2";3;13;4;;;;1;;;0;0;0;0;1;0;0;0;0;0;;0;0
1097;275;"Grab 1";"Grab genau im Zentrum des Steinkranzes und auf der alten Oberfläche; ""Von einer Holzgrabkammer sind dürftige Spuren erhalten. Die Seitenwände der Kammer sitzen einer Bodenbretterlage auf, die beiderseits noch etwas 10 cm über die Seitenwände hinausreicht.";"2";2;14;3;;;0,00;1;2,60;1,05;0;0;0;0;1;1;1;0;0;0;;1;1
1097;276;"Grab 10";"Grab, ö von Zentralgrab nahe am Steinkranz; über eingetiefter Grabgrube liegen einige Steine [Steinabdeckung?]; ""Außer einigen Zähnen ist vom Skelett nichts erhalten. Nach Lage der Beigaben muß es etwa 110 bis 120 cm lang gewesen sein, also von einem Juge";"3";2;19;2;1,55;0,70;;4;;;0;0;0;0;0;0;0;0;1;0;;0;3
1097;277;"Grab 11";"Körperbestattung in Grube, onö vom Hauptgrab, nahe dem Steinkranz, unter einem mächtigen Steinsatz (2,5 x 1,35 m) (in der Mitte eingesunken, wohl von Einsturz einer anzunehmenden hölzernen Decke); ""Holzspuren über und unter der Bestattung weisen auf eine ";"3";2;19;2;2,50;1,20;;2;;;0;0;0;0;0;1;1;0;1;0;1,90;0;3
1097;278;" Grab 12";"""Unter einer kleinen Steinanhäufung zeigten sich einige mürbe Schädelteile und noch ein Zahn. Weitere Skelettteile sind nicht vorhanden und offenbar vergangen. Beigaben fehlen.""";"3";3;9;2;;;;4;;;0;0;0;0;0;0;0;0;1;0;;0;0
1097;279;"Grab 13";"Grab im Zentrum des Hügels, überschneidet Grab 1 zum Teil; von Steinpackung (1,6 x 0,8 m) überdeckt; auf Grabsohle Reste von 2 völlig zerstörten Skeletten (nach Zürn w weiblich, ö männlich; aus Größe der noch in situ steckenden Beinringen schließt er auf ";"3";3;13;2;;;;4;;;1;0;0;0;0;0;0;0;1;0;1,40;0;4
1097;281;"Grab 15";"W-O-orientierter Steinsatz (2,5 x 1,2 m) oberhalb der Gräber 3 und 4, gestört; im O Bronzering, ansonsten keinerlei Beifunde oder Skelettreste";"3";3;19;2;;;;4;;;0;0;0;0;0;0;0;0;1;0;1,85;0;0
1097;282;"Grab 16";"""Über der SO-Ecke von Grab 5 liegt ein kleiner, süd-nördlich verlaufender Steinsatz. Darunter zeigten sich Holzspuren und dürftige Reste völlig zermürbter Knochen, außerdem Reste eines Bronzeringes";"3";3;19;2;;;;4;;;0;0;0;0;0;1;0;0;1;0;;0;0
1097;283;"Grab 2";"""Das Grab ... ist schräg durch einen Drainagegraben geschnitten und zur Hälfte zerstört. Es liegt 0,2 m über der alten Oberfläche. Der erhaltene Teil der nordöstlichen Länsseite des Grabes ist von einem Holzbalken begrenzt, es ist der Rest der aufgehenden";"3";2;19;2;;;;1;;0,50;0;0;0;0;1;0;1;0;0;0;;1;3
1097;284;"Grab 3";"""Das Grab ... Liegt im Süden des Zentralgrabes, nahezu auf der alten Oberfläche. Von der Grabkammer ist die Bodenlage erhalten ... Von der nördlichen Kammerwand ist ein Balken in der ganzen Länge der Kammer erhalten, ebenso sind noch Spuren der kopfseitig";"3";2;19;2;;;;1;1,80;0,80;0;0;0;0;1;1;1;0;0;0;;1;3
1097;285;"Grab 4";"""Das Grab liegt parallel zum Grab 3 und nur mit 20 cm Abstand von diesem. Die Grabgrube von 1,1 auf 2,65 m ist noch etwas in den gewachsenen Boden eingetieft. Am nördlichen Längsrand der Grube zeigt sich eine seitliche Ausbuchtung. In der Grube war eine w";"3";2;19;2;2,65;1,10;;1;;0,70;1;0;0;0;1;0;1;0;0;0;;1;4
1097;286;"Grab 5";"""Die Grabgrube war, wie eine andersartige Füllerde zeigt, in den schon aufgeschütteten Hügel eingeschachtet und greift noch 5 cm in den gewachsenen Boden ein [1,5 x 2,7 m]. In der Grabgrube fanden sich Reste einer Holzkammer von 1,85 m Länge und 0,75 m Br";"3";1;19;2;2,70;1,50;;1;1,85;0,75;0;0;0;0;1;0;1;0;0;0;;1;3
1097;287;"Grab 6";"Grab nnö des Zentralgrabes, Grabsohle liegt 0,4 m über alter Oberfläche; ""Auf der Grubensohle zeichen sich die Reste einer Holzkammer ab mit 1,85 m Länge und 0,85 m Breite. Am Kopfende steht die Schmalwand noch 5 cm hoch. Vom Bodenbelag sind noch Reste vo";"3";2;19;2;2,15;1,40;;1;1,85;0,85;0;0;0;0;1;1;1;0;0;0;;1;3
1097;288;"Grab 7";"Grab nnw von Zentralgrab; ""Die Grabgrube ist wenig in den gewachsenen Boden eingetieft und ist 2,7 m lang und 1,3 m breit. In der Grabgrube liegen noch Spuren einer Holzgrabkammer von 2,0 m Länge und 0,4 bis 0,5 m Breite."" [eher Sarg]";"3";1;19;2;2,70;1,30;;1;2,00;0,45;0;0;0;0;0;0;1;0;0;0;;0;3
1097;289;"Grab 8";"Wohl Grab sw des Zentralgrabes, stark gestört, keine Skelettreste erhalten";"3";3;9;2;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1097;290;"Grab 9";"Grab nahe am s Rand des Hügels; außer einigen Milchzähnen ist von Körperbestattung nichts erhalten";"3";3;9;2;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1098;292;"Grab";"Körperbestattung unter einer Steinplatte (0,75 x 0,5 m), mit 3 Ringen am rechten Arm und Keramikgefäß am linken";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;0,62;0;3
1099;294;"Grab";"Körperbestattung, von Steinen eingefaßt; in Kniegegend Scherben, an den Unterarmen Ringe";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;1;0;0;;0;3
1102;298;"Grab 1";"Frühlatènezeitliche Körpernachbestattung, w der Zentralbestattung, mit Schwert und Scheibenhalsring und Frühlatènefibel";"3";2;19;2;;;0,60;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1102;299;"Grab 2";"Körperbestattung in Grube, nnw des Zentralgrabes";"3";3;19;2;;;1,00;4;;;0;0;0;0;0;0;0;0;0;0;;0;2
1102;300;"Grab 3";"Körperbestattung in rechteckiger Grube, nw der Zentralbestattung; linker Arm abgewinkelt; auf der Brust Fibel und Bernsteinknopf";"3";2;19;2;2,00;0,70;1,20;4;;;0;0;0;0;0;0;0;0;0;0;;0;2
1102;301;"Grab 4";"Körpernachbestattung, ssö des Zentralgrabes, 0,70 unter der Hügeloberfläche; keine Grabgrube erkennbar, unter dem Schädel Eisenfragment";"3";2;19;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;2
1102;302;"Grab 5";"Körpernachbestattung in Grube, ssw des Zentralgrabes, teilweise von Holzschicht überdeckt (Holzdecke, Holzschild?)";"3";2;19;2;;;1,30;4;;;0;0;0;0;0;1;0;0;0;0;;0;2
1102;303;"Grab 6";"Körpernachbestattung in Grube, w des Zentralgrabes und unterhalb Grab 1; keine Beigaben";"3";2;19;2;;;1,40;4;;;0;0;0;0;0;0;0;0;0;0;;0;2
1102;304;"Grab 7";"Körperbestattung, w des Zentralgrabes und unterhalb von Grab 6, 1,70 m unter der Hügeloberfläche; keine Grabgrube erkennbar, an linker Brust Eisenfragment";"3";2;19;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;2
1102;305;"Grab 8";"Körperbestattung, direkt oberhalb des Zentralgrabes, 0,25 m unter der Hügeloberfläche, durch Raubschacht schwer gestört";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;2
1102;306;"Grab 9 (Zentralgrab)";"Wohl Grabkammer auf planiertem Untergrund, von der sich noch Holzbretter an O-Seite erhalten hatten; Bestattung antik beraubt [Beraubung wohl zu einem Zeitpunkt, als Kammer bereits eingebrochen war, zudem auch Nachbestattung gestört; andererseits steht im";"2";3;13;3;;;0,00;2;;;0;1;0;0;0;0;1;0;1;0;18,00;0;1
1106;317;"Körperbestattung";"Unter einer Steinpackung gestörtes Skelett in 1 m T. [wohl Nachbestattung?]; an rechter Schulter Fibel, dabei Glasperle, zu Füßen Messer, ö davon 2 Keramikgefäße";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1108;322;"Grabkammer";"Wohl Grabkammer [Orientierung und Ausdehnung stark interpoliert]; entlang anzunehmender O-Wand Reihe von Keramikgefäßen, im W auf 2 x 1 m Leichenbrandstreuung [auf dem Plan ist eine ""Brandplatte"" eingezeichnet, die im Text aber nicht weiter erwähnt wird]";"2";2;5;3;;;0,00;2;2,60;2,00;0;0;0;0;0;0;0;0;0;0;;0;2
1119;388;"Grab 1";"""Unmittelbar unter der Abschwemmschicht, ohne erkennbare Grenze der Eingrabung, stand ein sehr gut erhaltenes Gefäß, offenbar in situ, auf rund 10 cm Höhe zusammengedrückt, neben den Bruchstücken eines eisernen Rasiermessers und wenigen, nicht näher besti";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1119;2649;"Fundkomplex 1";"Zentralgrab, das bereits antik praktisch komplett zerstört wurde; 0,4 m über gewachsenem Boden ""Brandplatte"" mit angeziegeltem Lehm, Holzkohlestücken und Leichenbrandpartikeln; auf gleicher Höhe gestörte Körperbestattung, dabei Goldspirale; Gefäßfragmente";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;18,00;0;0
1119;2651;"Grab 3";"In äußere Schüttung eingebrachtes Brandgrab, 2,2 m ö vom äußeren Kreisgrabenrand; Urne mit Leichenbrand, darauf Deckschale";"3";2;9;2;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1120;390;"Grab";"Körperbestattung, sö der Hügelmitte [tangential ausgerichtet?], unter einer rechteckigen Steinpackung; keine Beigaben";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;;0;2
1132;431;"Grab";"Körperbestattung, mit reichem Trachtschmuck";"4";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1136;458;"Zentralgrab";"In alte Oberfläche eingetiefte hölzerne Grabkammer; Aushub wurde kreisförmig um die Grube aufgeworfen; Grabkammer in Blockbautechnik errichtet mit 4 Schwellbalken, die ca. 0,1 m tief in Boden der Grabgrube eingelassen waren; nahebei gleichzeitige Holzabfä";"2";3;4;2;4,80;4,20;0,95;1;4,00;3,20;1;0;0;0;1;0;1;0;0;0;;0;4
1136;459;"Nachbestattung 13";"Körpernachbestattung nö des Zentralgrabes tangential angelegt, keine Grabgrube erkennbar [auf alter Oberfläche angelegt?]; wenige Skelettreste erhalten; neben dem rechten Oberarm Messer, auf der Brust eine Fibel";"3";2;19;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1136;461;"Nachbestattung 17";"Teilweise unerkannt abgegrabene Grabgrube, s des Zentralgrabes, im 20. Jh. entdeckt; keine menschlichen Reste, aber Fibel";"3";3;19;2;;0,65;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
1136;462;"Nachbestattung 1";"Im 19. Jh. ausgeschlachtetes Grab, im s Teil des Hügels, etwa 1,5 m unter der damaligen Oberfläche, wohl mit hölzernen Grabkammer; zahlreiche Beigaben";"3";3;9;1;;;;2;;;0;0;0;0;0;0;0;0;0;0;;0;1
1136;463;"Nachbestattung 19";"Grab ssw vom Zentralgrab, im 20. Jh. entdeckt; keine Grabgrube feststellbar; von Skelett nur Zahnreste und Verfärbungsspuren erhalten; in Höhe des Schädels Lanzenspitze";"3";3;19;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1136;464;"Nachbestattung 2";"Grab nw des Zentralgrabes in ca. 1,5 m T., im 19. Jh. entdeckt [Grabskizze wohl nicht vertrauenswürdig], evt. unter dieser Nummer 2 Gräber erfaßt";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1136;465;"Nachbestattung 3";"Grab, wohl im NO-Sektor, 1-1,5 m tief, im 19. Jh. entdeckt [menschliche Knochenreste werden nicht erwähnt]";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1136;466;"Nachbestattung 4";"Grab, wohl im NO-Sektor, 1-1,5 m tief, im 19. Jh. entdeckt [menschliche Knochenreste werden nicht erwähnt; nach Kurz Zweifel an Geschlossenheit des Grabes]";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1136;467;"Nachbestattung 5";"Grab, im 19. Jh. entdeckt [menschliche Knochenreste werden nicht erwähnt, keine weitere Dokumentation]";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
1136;468;"Nachbestattung 6";"Körpernachbestattung, nw von Zentralgrab, im 20. Jh. entdeckt; Schädel und oberer Brustbereich gestört; keine Grabgrube erkennbar, jedoch Holzreste von Bodenbrettern in Längsrichtung; geringe Reste eines Skeletts; in Brustmitte 2 Bronzefibel, am linken Ob";"3";3;19;1;;;;2;;;0;0;0;0;0;0;1;0;0;0;;0;3
1136;469;"Nachbestattung 7";"Köprerbestattung nw der Zentralbestattung, in Grube mit steil ansteigenden Grubenwänden [Hinweis für hölzerne Kammer?]; nur geringe Skelettreste, Stangengliederkette und Fibeln aber wohl noch in Trachtlage";"3";2;19;2;2,15;0,95;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1136;2355;"Nachbestattung 8";"Köprerbestattung sö der Zentralbestattung, in Grube mit steil ansteigenden Grubenwänden [Hinweis für hölzerne Kammer?]; nur geringe Skelettreste, Fibel aber wohl noch in Trachtlage; Grab zum großen Teil unerkannt abgegraben";"3";3;19;2;2,30;0,70;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1136;2356;"Nachbestattung 9";"Köprerbestattung nnw der Zentralbestattung, in Grube, die vor Erkennen größtenteils abgegraben wurde; nur geringe Skelettreste, ein Armring";"3";3;9;2;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1136;2357;"Nachbestattung 10";"Köprerbestattung n der Zentralbestattung, in Grube; nur geringe Skelettreste, ein Halsring und Anhänger bei Schädel im W";"3";2;19;2;2,00;0,94;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1136;2358;"Nachbestattung 11";"Köprerbestattung nnö der Zentralbestattung, in Grube, die vor Erkennen größtenteils abgegraben wurde; nur geringe Skelettreste, je ein Armring an beiden Unterarmen, eine Fibel mit unklarer Position; über der Bestattung ""Holzreste, deren Faserung in der Lä";"3";3;19;2;;0,70;;2;;;0;0;0;0;0;1;0;0;0;0;;0;3
1136;2359;"Nachbestattung 12";"Köprerbestattung nnö der Zentralbestattung, in Grube mit steil ansteigenden Grubenwänden [Hinweis für hölzerne Kammer?]; nur geringe Skelettreste, keine Beigaben";"3";2;19;2;2,20;0,50;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1136;2360;"Nachbestattung 16";"Köprerbestattung wnw der Zentralbestattung, in Grube, vor Entdeckung teilweise abgegraben; nur geringe Skelettreste, an den Unterarmen je 1 Ring, 3 weitere Ringe (darunter 2 Armringe) im Brustbereich; insgesamt 3 Fibeln";"3";3;19;2;;0,60;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1136;2361;"Nachbestattung 18";"Grab nö der Zentralbestattung (nur ca. 6 m entfernt), in Grube mit unregelmäßiger Sohle (Ausmaße nicht genau zu bestimmen); keine menschlichen Reste, als Beigabe 1 Fibel";"3";3;9;2;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
1138;500;"Grab";"Wohl Grabkammer, modern mehrfach gestört, aber wohl noch leidlich erhalten; in w Kammerhälfte Skelett mit reichem Trachtschmuck; nach W mehrere goldplattierte Paukenfibeln, weitere Fibel und 1 Lanze; in O-Hälfte Wagen, sw Rad überdeckte 2 Speerspitzen; ve";"4";3;5;1;;;;2;;;0;0;0;0;0;0;0;0;0;0;;0;1
1140;503;"Grab I";"Körperbestattung mit wenig Trachtschmuck, von Sauerwasserkalkplatten umstellt [nach Zürn angeblich eingetieft; nach Fundbericht in 1,1 m T.]";"4";3;9;1;;;;4;0,60;0,60;0;0;0;0;0;0;0;1;0;0;;0;2
1142;505;"Zentralgrab";"Rechteckige Grube mit erst schräg, dann senkrecht verlaufenden Wänden (Ausehnung an Oberfläche 3,6 x 2,6 m); Aushub in 0,8 m breitem Streifen wallartig um den Schacht aufgeschüttet; am Grubenboden und 0,3 m darüber zeichnete sich deutlich Grabkammer ab; d";"2";2;14;2;3,00;1,60;1,00;1;1,90;0,60;0;0;0;0;1;0;1;0;0;0;;0;3
1143;552;"Grab";"Wohl eingetieftes Zentralgrab; Grube erweitert sich nach oben etwas; geringe Spuren eines Holzeinbaus; keinerlei Hinweise auf Grabberaubung, Grab selbst jedoch vollkommen leergeräumt (vermutlich, als Kammer noch stand); wenige Skelettreste, evtl. Doppelbe";"2";3;5;2;3,80;2,60;1,10;1;;;0;1;0;0;1;0;0;0;0;0;;0;3
1144;568;"Grab";"Körperbestattung mit reichem Trachtschmuck auf mächtiger ""Aschenschicht"" [Charakter des Grabes bleibt unklar; Nachbestattung in Hügel eines primären Brandgrabes?]; Skelett noch in Spuren nachweisbar; auf dem Gürtel angeblich reiche Zahl an Larven der Schm";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
1149;576;"Grabkammer";"Packung aus großen Steinen (1,7 x 1,1 m), darunter Skelett auf Holzresten; an beiden Armen Armring, unterhalb des linken Becken Bronzeblech, links der Hüfte Keramikgefäß";"4";3;9;1;;;;1;;;0;0;0;0;0;0;1;0;1;0;1,40;0;3
1151;579;"Grab 2";"Wohl Grabkammer, nw des Zentralgrabes, unter eingesunkener Grabkammer (2,7 x 1,3 m), keine menschlichen Reste erhalten [wohl vergangene Körperbestattung], aber mit Halsring und Gürtelblech noch in situ";"3";2;4;1;;;;2;;;0;0;0;0;0;0;0;0;1;0;2,00;0;3
