"Katalognummer";"Fundplatznummer";"Fundplatzcharakter";"Fundplatzbeschreibung";"X";"Y";"Lokalitätsnummer";"Gemarkung";"Flurname";"Hügelzahl";"Publikationsqualität";"Objektlokalisation";"Ältere_Hallstattzeit";"Jüngere_Hallstattzeit";"Neolithikum";"Bronzezeit";"Urnenfelderzeit";"Latènezeit";"Römische_Kaiserzeit";"Frühmittelalter";"Mittelalter";"Neuzeit"
89;2073;1;"Gruppe von mindestens 26 Hügeln, 350 m ssw bis 300 m sw von Pkt. 562 am Thundorfer Weg; Grabungen von H. Hösch 1878, von Schwemmer 1901 oder früher, von M. Herlitz 1910 und von H. Wagner 1929; hallstatt- und latènezeitliche Funde; ein Hügel Dm. 19 m, H. 1";3691000;5514000;1331;"Ortlesbrunn";"'Auf der Bloa', 'Im Seidelloheholz'";26;3;1;0;1;0;0;0;1;0;0;0;0
90;2250;1;"Gruppe von 4 Hügeln, 1650 m onö von Allkofen und 1300 m s von Pkt. 352,0 (Ochsenstraße); Grabungen des Besitzers vor 1909 in 2 Hügeln und von J. Maurer (LfD) 1909 in einem Hügel";3742000;5417000;2181;"Petzkofen";"Wald 'Hart' ('Am Hart')";4;3;1;1;0;0;0;0;0;0;0;0;0
91;836;1;"Gruppe von ehemals 15 Hügeln, zwischen Teufelsholz und Schloß Oberaufseß, nicht mehr genau zu lokalisieren; Untersuchung in 20er Jahren des 19. Jhs.; HaD-LtA";3660000;5530000;809;;;15;3;0;0;1;0;0;0;1;0;0;0;0
92;837;2;"Kleiner Erdhügel mit Steinkern, 1300 m sw der Kirche des Ortes, durch Grabung Ende des 19. Jhs. stark zerstört [von Ettel nicht erwähnt]; HaD";3662000;5529000;809;"Hochstahl";"Waldabt. 'Herrenlinden'";1;3;1;0;1;0;0;0;0;0;0;0;0
93;838;2;"Grabhügel, 900 m sw der Kirche des Ortes, wohl Ende des 19. Jhs. angegraben, dann bei Abtragung durch Überackerung weitere Funde; HaD";3663000;5529000;809;"Hochstahl";"Waldabt. 'Herrenlinden'";1;3;1;0;1;0;0;0;0;0;0;0;0
94;1714;1;"Gruppe von ehemals 24 Hügeln. 1200 m nnö der Kirche St. Nikolaus in Stadtbergen; Ausgrabungen 1947 (LfD) und 1962, 1964-66 (Römisches Museum). 1947 wurde ein Hügel ausgegraben, der ein Wagengrab der Stufe Ha C und eine römische Nachbestattung erbrachte. 1";3638000;5361000;1193;;"'Kriegshaber'";24;1;1;1;1;0;0;0;0;1;0;0;0
95;1715;1;"Grabfunde, Stephansplatz 9: 3 hallstattzeitliche ""Urnen"" 1821; Literatur: OA LfD. - Zeitschr. Hist. Ver. Schwaben 81, 1988, 22-24. - Bayer. Vorgeschbl. 21, 1956, 281 ff. mit Abb. 72 u. 73. - Neue Funde aus Augsburg. Katalog Röm. Museum III (1978) 41. - St";3641000;5362000;1193;;"'Stephansplatz'";;3;1;0;0;0;0;0;0;0;0;0;0
96;1711;1;"Gruppe von 13 Hügeln, ca. 600 m sö von Schloß Wellenburg (1 Hügel liegt ca. 100 m abseits der anderen); 1923 Lesefunde, 1935 grub Graf Vojkffy mit für die Zeit sorgfältiger Dokumentation (die leider teilweise verlorenging) im einzelnen Hügel ein hallstatt";3636000;5356000;1193;"Bergheim";"'Achtzehner', 'Neubruch'";13;1;1;0;1;0;0;0;0;0;0;0;0
97;1712;1;"Gruppe von ehemals bis zu 19 verebneten Hügeln, 400 m ö-osö der Kapelle in Radegundis; 1 Hügel wurde 1887 geöffnet und enthielt einen ""Kelt"" aus Eisen sowie ""z.T. verzierte Gefäße"", angeblich latènzeitlich; Luftbild: 03.85, 7730/113; Literatur: OA LfD. - ";3636000;5357000;1193;"Bergheim";"'Radegundis-Mähder'";19;3;1;0;0;0;0;0;0;0;0;0;0
98;1713;1;"Brandgräberfeld, 200-300 m ssö der Kirche von Göggingen; im Bereich Römerweg 12, Gerhart-Hauptmann-Str. 13-15, Graf Seysell-Str. 15 liegt ein alamannisches Reihengräberfeld. Ausgrabungen von L. Ohlenroth ab 1928, O. Schneider 1965, LfD 1972, L. Weber 1974";3639000;5357000;1193;"Göggingen";"'Römerweg'";;1;1;1;1;0;0;0;0;0;1;0;0
99;1710;1;"Gruppe von 9 Hügeln, ca. 800 m ssö der Kirche von Leitershofen; 1 Hügel wurde 1985 ausgegraben und enthielt einen Geschirrsatz der Hallstattzeit. Ferner war in dem Grabhügel eine latènezeitliche Nachbestattung (Brandgrab mit eiserner Gürtelkette). Auf Luf";3636000;5358000;1193;"Göggingen, Leitershofen";"'Rumplerin', 'Neue Viehweidteile'";9;3;1;0;0;0;0;0;1;0;0;0;0
100;1550;1;"Gruppe von 7 Hügeln, 1500-1800 m wsw der Kirche von Unterbechingen (1 Hügel gehört zur Gmkg. Bachhagel, 4 zur Gmkg. Unterbechingen; Seitz nennt einen weiteren im ""Plattenhau"", den Pätzold dort aber nicht finden konnte); 1898 wurden 3 Hügel von Kuttler geö";3599000;5387000;42;"Bachhagel, Unterbechingen";"'Vogelsang'";7;3;1;0;1;0;0;0;0;0;0;0;0
101;2758;1;"Gruppe von ehemals angeblich 154 Hügeln (1907 noch 35 sichtbar), s der Mühle Adlfurt, ö von Mietraching; Grabung in 27 Hügeln, angeblich hallstattzeitlich";3723000;5309000;2016;"Adlfurt";"'Heufeld'";154;3;1;0;0;0;0;0;0;0;0;0;0
102;3001;4;"Wohl verschleiftes Grab, entdeckt 1978 nahe dem Aussiedlerhof 'Holdernhof'; Lesefunde von Keramik und Knochen; HaC/D1?";3394000;5288000;2148;"Hertingen";"'Holdern'";;3;0;0;0;0;0;0;0;0;0;0;0
103;2662;1;"Gruppe von etwa 130 Hügeln, 500-900 m nnö von Untertattenbach; Grabungen 1829 von v. Pigenot (14 Hügel), 1886/188 von Kambli und Lößl (17 Hügel), 1878 von Faist (1 Hügel), 1888 von J. Naue (1 Hügel), 1934 Raubgrabungen an 2 Hügeln; auch bronzezeitliche Fu";3801000;5376000;1977;"Aunham";"'Aunhamer Spitz'";130;3;1;0;1;0;1;0;0;0;0;0;0
104;616;1;"Gruppe von 4-6 Hügeln, 3000 m ssw bis 2500 m sw von Ort; Grabungen 1921/22 vom Buchauer Altertumsverein und vom Urgesch. Inst. Tübingen (2 Hügel)";3544000;5323000;43;;"'Büchele' ('Wald Scherlachen'/'Kappeler Wald')";5;3;1;0;1;0;0;0;0;0;0;0;0
105;723;4;"Lesefunde eines bronzenen Griffplattenschwertes, entdeckt 1922 oberhalb der ehemaligen Mündung des Kochers, 1250 m w von Kochendorf";3515000;5454000;44;;;;3;1;1;0;0;0;0;0;0;0;0;0
106;57;1;"Großes Grabhügelfeld, 500 m ö von Ort; Grabungen 1867 von Schultheiß Mundorff, 1873 Lesefunde, 1912 und 1922; HaC-Funde; auch bronze-, uk- und römerzeitliche Funde; Lit.: Fundber. Schwaben 20, 1912, 14ff.";3515000;5455000;44;;"'Kocherwald'";;3;1;1;0;0;1;1;0;1;0;0;0
107;617;1;"Gruppe von 4 Hügeln, 2000 m sö von Kochendorf; Grabung 1862 von Ganzhorn (1 Hügel), 1974 vom LfD; neolithisches Erstbestattung, HaD-Körpernachbestattung; auch 1 uk-zeitlicher Grabhügel";3517000;5453000;44;;"Wald 'Platten'";4;3;1;0;1;1;0;1;0;0;0;0;0
108;1280;2;"Ein wohl verebneter, nicht mehr auffindbarer Grabhügel; genaue Fundstelle unbekannt; Ausgrabung wohl 1903";3605000;5575000;1036;;;;3;0;0;0;0;0;0;0;0;0;0;0
109;1297;1;"Grabfund, 1400 m nw der Kirche von Merkershausen; vermutlich einige Funde von 1879 angeblich von der ""Wechselwiese"" von dieser Stelle. Wiederauffindung bzw. Neufund E. Hermann 1992, Grabung des LfD 1993; Befunde wohl ähnlich wie Großeibstadt I";3602000;5574000;1036;"Merkershausen";"'Am Großeibstädter Weg'";;3;1;1;0;0;0;0;0;0;0;0;0
110;1294;1;"Gruppe verebneter Hügel, 1000 m nw der Kirche von Ort; 1879 beim Feldbau entdeckt; HaC-Funde";3602000;5574000;1036;"Merkershausen";"'Wechselwiese'";;3;1;1;1;0;0;0;0;0;0;0;0
111;1300;1;"Gruppe von 140 Hügeln, 2200 m ssw der Kirche von Untereßfeld; Grabungen 1825 von L. Rost (3 Hügel); HaC-Funde; Dm. 4-24 m, H. 0,5-2 m";3608000;5570000;1036;"Untereßfeld";"Waldabt. ''Himmelreich";140;3;1;1;0;0;0;0;0;0;0;0;0
112;3072;1;"2 Körpergräber, am Hang s des Friedhofs von Ort; um 1944 beim Bau eines Schützengrabens zerstört; angeblich HaD-zeitlich";3402000;5311000;45;"Dottinghofen";"'Sinnighofer Buck'";;3;1;0;1;0;0;0;0;0;0;0;0
113;59;1;"Grabhügel, 1000 m w von Ort, auf der Niederterrasse; Grabung von W. Rest 1933 nach einer Raubgrabung";3400000;5310000;45;"Schlatt";"'Gemeindegut'";;2;1;1;1;0;0;0;0;0;0;0;0
114;2904;3;"Brandgrab, am w Rand der Stadt; entdeckt 1934 von Amtsgerichtsrat Schwabe; angeblich HaD";3555000;5484000;46;;"'Im Oberen Flürle'";;3;0;0;1;0;0;0;0;0;0;0;0
115;2689;1;"Mehrere Grabhügel, 1600 m sw von Ort; Grabung 1879 von Hauptmann Wepfer";3553000;5481000;46;"Althausen";"Wald 'Neuberg'";;3;1;0;1;0;0;0;0;0;0;0;0
116;60;1;"Gruppe von 3 Hügeln, 1200 m nö von Ort, 1700 m sw von Edelfingen (2 Hügel auf Gmgk. Edelfingen); Grabung 1906 von Präparator Eckert (1 Hügel)";3553000;5486000;46;"Dainbach, Edelfingen";"Wälder 'Bälder', 'Theobaldswald'/'Birken'";3;3;1;0;0;0;0;0;0;0;0;0;0
117;61;2;"Wohl verschleifter Grabhügel, 1200 m n von Ort, w der Straße nach Unterbalbach; Steinpackung (3 x 1,6 m)";3554000;5488000;46;"Edelfingen";;;3;1;1;0;0;0;0;0;0;0;0;0
118;1266;1;"Mindestens 5 Brandgräber, 1700 m nnw der Kirche von Brendlorenzen; Auffindung 1929 bei Sandabbau, weitere Lesefunde 1957, 1958, 1963 (oder 1964); HaC-Funde";3586000;5579000;1037;"Brendlorenzen";"'Sandheide'";;3;1;1;0;0;0;0;0;0;0;0;0
119;62;1;"Gruppe von 5-6 Hügeln, 1100 m nw von Ort; Grabung 1834 von Wilhelmi, 1889 von Wagner (je 1 Hügel); auch neolithische, bronze- und latènezeitliche Funde";3507000;5457000;48;;"Wald 'Engenloch' ('bei den drei Eichen')";6;3;1;0;1;1;1;0;1;0;0;0;0
120;63;1;"Gruppe von etwa 22 Hügeln, 1900 m nw von Ort; Grabung 1835 von Wilhelmi (4 Hügel), 1890 von Baumann (2 Hügel), von Wagner (3 Hügel) und von v. Seubert (1 Hügel) (Grabung Wagners gemeinsam mit dem Mannheimer Altertumsverein), 1892 vom Mannheimer Altertumsv";3506000;5457000;48;;"Wald 'Heidenschlag'";22;2;1;1;1;0;0;0;1;0;0;0;0
121;64;1;"Mehrere Grabhügel, 900 m nw von Ort; Grabung 1834 (1 Hügel), Zerstörung eines Hügels beim Bau einer Waldhütte; Körper- und Brandbestattung; u. a. Eisenschwert";3504000;5453000;48;"Fürfeld";"'Steinbachwald'";;3;1;1;0;0;0;0;0;0;0;0;0
122;618;3;"Körperbestattung in einer Steinsetzung; entdeckt 1897 in einem Wasserleitungsgraben";3548000;5319000;49;;"'Zellerhof'";;3;0;0;1;0;0;0;0;0;0;0;0
123;66;1;"Gruppe von ehemals 18 Hügeln, 1900 onö von Ort; Grabung 1875 von E. Paulus (2 Hügel), Einebnung von 8 Hügeln 1939, einer vom LDA untersucht";3548000;5321000;49;"Reichenbach";"Wald 'Tannen'";18;3;1;1;0;0;0;0;0;0;0;0;0
124;736;4;"Wohl Grabfund, zwischen Amtsgericht und Schloß; entdeckt 1898 bei Kanalisationsarbeiten; u. a. Wagenreste";3530000;5373000;725;;;;3;0;0;0;0;0;0;0;0;0;0;0
125;1551;2;"Einzelner Grabhügel, 1000 m ö-onö der Kirche von Ort; Ausgrabung 1941 von J. Striebel an einem Hügel mit Kreisgraben. In dem Hügel eine Bestattung der frühen Hallstattzeit (Ha C - offenbar die Hauptbestattung) und eine Bestattung der späten Hügelgräberbro";3620000;5320000;50;;"'Jaudesbühel', 'Triebäcker'";1;2;1;1;0;0;1;0;0;0;0;0;0
126;1553;1;"Gruppe von etwa 45 Hügeln, ca. 1100 m ssö der Kirche von Ort, ö vom Ressenlohweg, auf der westlichen Niederterrassenkante der Wertach (bei der Grabung 1953 wurde das Grabhügelfeld als SO Gruppe bezeichnet und mit den Nummern 1-54c versehen. Pätzold bezeic";3622000;5315000;50;"Schlingen";"'Weidenwinkl' ('Wiedenwinkl')";45;2;1;1;1;0;0;0;0;0;1;0;0
127;1552;1;"Gruppe von 138 Hügeln (nach Kossack 150 Hügel), ca. 700 m s der Kirche von Ort, auf beiden Seiten des Längenbachs; von den Hügeln sind 18 ausgegraben und nach Ha C/D datiert. Ferner gibt es ein römisches Brandgrab. Grabung 1898 von F. Brumann; Ausgrabunge";3621000;5315000;50;"Schlingen";"'Weihermähder', 'Eldern-Äcker' ('Am Eldernweg')";138;2;1;1;1;0;0;0;0;1;0;0;0
128;70;3;"Brandgrab, entdeckt 1952 in der Kiesgrube Peter";3441000;5409000;51;"Sandweier";"'Oberfeld'";;3;0;1;0;0;0;0;0;0;0;0;0
129;619;1;"Gruppe von 5 Hügeln, 1500 m sö von Ort, auf einer Bergkuppe; Grabung 1880 (1 Hügel)";3490000;5347000;55;;"'Binsenbol'";5;3;1;0;1;0;0;0;0;0;0;0;0
130;507;1;"Gruppe von 5 Hügeln, 1000 m s von Ort; Grabung 1899 von Pfarrer Kuppinger (1 Hügel)";3488000;5345000;55;"Endingen";"'Leitstetten'";5;3;1;0;1;0;0;0;0;0;0;0;0
131;793;1;"Gruppe von 43 Hügeln, 2000-2300 m sö von Burghof (1 Hügel in Gmgk. Strullendorf): bereits im 19. Jh. teilweise angetrichtert, ohne daß viel nähere Informationen vorlägen; Grabungen 1949, 1950 von H. Födisch (2 Hügel), Lesefunde 1977/78; Hügel mit Steinpac";3639000;5526000;792;;"'Hauptsmoorwald', Waldabt. 'Sachsenholz-Gimetzen'";43;3;1;0;1;0;0;0;0;0;0;0;0
132;810;1;"Gruppe von 3 Hügeln, 1500 m wnw der Kirche von Amlingstadt; ältere Untersuchungen, ohne daß näheres bekannt wäre; Notbergung einer Brandbestattung 1986; HaD-Funde";3642000;5527000;792;"Hauptsmoorwald";"Waldabt. 'Steinbecher'";3;3;1;0;1;0;0;0;0;0;0;0;0
133;2254;4;"Einzelfund, wohl aus verschleiftem Grabhügel auf einem Acker w des Dorfes und s der Straße";3736000;5436000;2182;"Sarching";;;3;0;0;0;0;0;0;0;0;0;0;0
134;1258;1;"Gruppe von ehemals 8-10 Hügeln (noch 2 erhalten), 1500 m nnö der Kirche von Bastheim, auf einer Fläche von ca. 50 x 75 m; Ausgrabungen des LfD 1956 und 1969 (4 Hügel) und 1977 (1 Hügel), 200 m entfernt 1999 weitere Grabung (4 Hügel); auch bronzezeitliche ";3586000;5587000;1038;;"'An der Trift', 'Platzberg' ('In den Höckern'), 'Ostheimer Weg' (Bastheim I und II)";13;1;1;1;1;0;1;0;0;0;0;0;0
135;1267;2;"Stark verebneter Grabhügel, 200 m sö von Geckenau; Grabung 1833; HaD-Funde; Lit.: Arch. Hist. Ver. Unterfranken 3, 1896, 14ff.";3586000;5585000;1038;;"'Höcker'";1;3;1;0;1;0;0;0;0;0;0;0;0
136;812;1;"Weitgehend verebneter Grabhügel, im Daschendorf-Forst; Grabung 1953 von Dr. Jakob und Dr. Giggelberger; HaD-Funde";3633000;5544000;796;;"Forstdistrikt 'Grehberg' ('Greinberg'), Waldabt. 'Jägerwiese'";;3;0;0;1;0;0;0;0;0;0;0;0
137;801;3;"1981/82 Herauspflügen der Beigabenreste eines zerstörten Grabes";3633000;5541000;796;;"'Hahnleite'";;3;1;0;0;0;0;0;0;0;0;0;0
138;839;2;"Grabhügel (?), 350 m w des Zusammenflusses von Rotem Main und Steinach; evtl. HaD-zeitliche Funde";3687000;5538000;794;;"'Heiliger Bühl'";1;3;1;0;1;0;0;0;0;0;0;0;0
139;797;2;"Offenbar einzelner Grabhügel; Grabungen 1966-1970, 1979/80; auch neolithische Funde; angeblich mit Kultschacht";3692000;5536000;794;"Seulbitz";"'Pensen'";1;3;0;0;0;1;0;0;0;0;0;0;0
140;2347;4;"Wohl 'Steindeckengräber', auf den Äckern beiderseits der Straße Beilngries-Paulushofen unmittelbar am nördlichen Altmühlufer; Lesefunde";3681000;5435000;1311;;"'An der Altmühlbrücke', 'Sulzgelände'";;3;1;0;0;0;0;0;0;0;0;0;0
141;2343;1;"Gruppe von mindestens 50 'Steindeckengräbern', vor der untersten Hangstufe des Hirschberges im Ackerland; Grabungen von Th. Thenn 1899-1909 und von F. Wagner 1930 ('Im Grund-Ost') bzw. von Th. Thenn 1900/1904 ('Im Grund-West'), weitere Grabungen des LfD 1";3680000;5436000;1311;;"'Grundäcker ('Im Grund-Ost', 'Im Grund-West', 'Industriegebiet')";50;3;1;1;1;0;1;0;0;0;0;0;0
142;2346;1;"Gruppe von mindestens 4 'Steindeckengräbern', auf einer breiten Hangstufe am Treffpunkt von Sulz- und Ottmaringer Tal; Grabungen von Th. Thenn 1907/1909; auch uk- und latènezeitliche Gräber";3681000;5437000;1311;;"'Im Oel'";4;3;1;0;0;0;0;1;1;0;0;0;0
143;2341;1;"Gruppe von ca. 140 'Steindeckengräbern', auf der untersten Stufe am Nordhang des Arzberg über dem Ottmaringer Tal, in einem fast 100 m breiten und gut 650 m langen Streifen von O nach W zwischen Dietweg und Ottmaringer Weg; Grabungen von Th. Thenn 1900-19";3683000;5437000;1311;;"'Im Ried-Ost'";140;2;1;1;1;0;0;1;1;0;0;0;0
144;2342;1;"Gruppe von ca. 90 'Steindeckengräbern', auf der untersten Stufe am Nordhang des Arzberg über dem Ottmaringer Tal, in einem gut 300 m langen Streifen von O nach W zwischen Dietweg und Ottmaringer Weg, wenige m nnw der Magdalenenkapelle; Grabungen von Th. T";3682000;5437000;1311;;"'Im Ried-West'";90;3;1;1;1;0;0;1;1;0;0;0;0
145;2021;1;"Gruppe von 16 Hügeln, auf der niedrigen Randhöhe der Hochfläche nahe dem Steilabfall ins Altmühltal; Grabungen u. a. 1896 von/für J. Naue; hauptsächlich bronze-, aber auch wenige hallstattzeitliche Funde";3686000;5433000;1311;"Amtmannsdorf";"'Pfanne'";16;3;1;0;0;0;1;0;0;0;0;0;0
146;2345;1;"Mehrere 'Steindeckengräber', am Südwestfuß des Arzberges auf einer Terrasse; Grabungen von Th. Thenn 1902-1908; auch bronzezeitliche Gräber";3682000;5435000;1311;"Bühlkirchen";"'Sandgrubenäcker'";;3;1;0;0;0;1;0;0;0;0;0;0
147;2024;3;"Nach Torbrügge wohl zerstörtes 'Steindeckengrab', wenig n der Straße Leising-Beilngries auf der untersten Terrasse am S-Hang des Arzberges über dem Altmühltal; Fundumstände unbekannt";3683000;5435000;1311;"Leising";"'Triftäcker'";;3;1;0;0;0;0;0;0;0;0;0;0
148;2026;1;"Gruppe von über 50 Hügeln (nach alten Berichten sogar mehr als 200), entlang der Hochfläche über dem Steilabfall ins Altmühltal; Grabungen 1791 von Forstinspektor Brembs und F. A. Mayer, 1832 von Forstmeister Schumacher und 1897 von J. Naue (oder Mittelsm";3682000;5434000;1311;"Paulushofen";"'Birklach', Waldabt. 'Bei der Lärche'";50;3;1;1;1;0;1;0;0;0;0;0;0
149;620;1;"Gruppe von Hügeln, 2500 m n von Ort; Grabungen 1891 vom Ulmer Altertumsverein, 1892 von Leube";3573000;5375000;60;;"'Roßkopf' ('Poppelhau')";;3;1;0;1;0;0;0;0;0;0;0;0
150;2119;1;"Mehrere Grabhügel, nicht mehr zu lokalisieren; angeblich 1894 Grabungen von J. Naue (oder Mittelsmännern); bronze-, hallstatt- und latènezeitliche Funde";3705000;5444000;1365;;;;3;0;1;0;0;1;0;1;0;0;0;0
151;2220;4;"Fund wohl aus Grabhügel, nicht mehr zu lokalisieren";3705000;5446000;1365;"Forstbezirk Thonberg";;;3;0;0;0;0;0;0;0;0;0;0;0
152;2153;1;"Gruppe von 7 Hügeln; wohl von hier bronze-, hallstatt- und latènezeitliche Funde, gehoben vor 1890; Dm. 9-15 m, H. 1-7 m";3706000;5442000;1365;"Friesenhof";;7;3;1;1;1;0;1;0;1;0;0;0;0
153;2221;1;"Gruppe von 5 Hügeln, 2150 m n von Schwarzenthonhausen, 600 m nnö von Hardt und 300 m nö von Pkt. 517,3; wohl bronze-, hallstatt- und latènezeitliche Funde; Dm. 10 m, H. 0,8-1,5 m";3704000;5450000;1365;"Hardt";"'Seestall'";5;3;1;0;1;0;1;0;1;0;0;0;0
154;2164;1;"Gruppe von 8 Hügeln, 350 m nnw von Ort und 300 m sö von Pkt. 471,7, gegenüber dem Bahnhof Mausheim; mehrere Grabungen, u. a. von J. Naue (oder Mittelsmännern) 1891 und 1894; auch bronze- und latènezeitliche Funde";3702000;5446000;1365;"Mausheim";"'Kühberg'";8;3;1;1;0;0;1;0;1;0;0;0;0
155;2165;1;"Gruppe von 18 Hügeln, 1250 m wsw von Beratzhausen und 500-600 m sö von Neurufenried; Grabung 1891 von J. Naue (oder Mittelsmännern) in angeblich 6 Hügeln; hallstatt- und angeblich latènezeitliche Funde";3704000;5443000;1365;"Oberndorf";"'Sand'";18;3;1;0;0;0;0;0;1;0;0;0;0
156;2173;1;"Gruppe von ehemals mehr als 4 Hügeln, 900 m wsw von Ort und 425 m nnö von Pkt 545,2, auf dem nach NO auslaufenden Rücken des Pendelberges; Grabungen 1886 von H. Scheidemandel und 1890 von J. Naue (oder Mittelsmännern); auch bronzezeitliche Funde";3706000;5450000;1365;"Schrotzhofen";;;3;1;0;1;0;1;0;0;0;0;0;0
157;2219;1;"Wohl mehrere Grabhügelgruppen, nicht mehr zu lokalisieren";3704000;5447000;1365;"Schwarzenthonhausen";;;3;0;0;0;0;0;0;0;0;0;0;0
158;2030;1;"Evtl. mehrere Gräber, 1913 zerstört [sehr spärliche Dokumentation]";3678000;5444000;1319;;"'Nähe des Beilngrieser Tores'";;3;1;0;1;0;0;0;0;0;0;0;0
159;2028;1;"2 nicht zu lokalisierende Grabhügel; angeblich Grabung von J. Naue (oder Mittelsmännern) 1890";3685000;5451000;1319;"Dietersberg";;;3;0;0;1;0;0;0;0;0;0;0;0
160;2029;1;"Gruppe von ehemals mindestens 12 Hügeln, 1700 m s von Thann und 600 m sw von Pkt. 509 (in Literatur auch unter 'Freihausen, Gde. Ittelhofen', 'Freinhausen' oder 'Freiberg' geführt); Grabungen um 1900 vom Grundbesitzer und von J. Aurbach und 1909 von J. Ma";3685000;5449000;1319;"Neuhaus";;12;3;1;1;0;0;1;0;0;0;0;0;0
161;2027;1;"Gruppe von etwa 43 Hügeln, 1400 m sö von Ort und 175-350 m sw von Pkt. 509; Grabungen von J. Naue (oder Mittelsmännern 1890, Lesefunde 1963 und 1965; bronze-, hallstatt- und latènezeitliche Funde; Dm. 15-35 m, H. 1,2-2,2 m (23 Hügel); Dm. 9 m, H. 0,6 m (2";3686000;5444000;1319;"Staufersbuch";"'Im Leberl'";43;3;1;1;1;0;1;0;1;0;0;0;0
162;621;1;"Gruppe von 20 Hügeln, 1500 m sw von Ort; Grabungen 1858, 1885 von v. Föhr (2 Hügel), 1908/09 von Hauptmann Diehl (3 Hügel); Brand- und Körperbestattungen, Steineinbauten";3544000;5297000;63;;"'Dickenwald'";20;3;1;1;1;0;0;0;0;0;0;0;0
163;2880;1;"Gruppe von 22 Hügeln, n des großen Weihers [laut topographischer Karte liegt der bereits im Ldkr. Starnberg]; Grabungen 1894 von J. Naue (3 Hügel) und 1908 von Fr. Weber (1 Hügel); HaD-Funde";3676000;5313000;2083;"Allmannshausen";"'Kolomannsfeld', 'Sauenloh'";22;3;1;0;1;0;0;0;0;0;0;0;0
164;2932;2;"Verebneter Grabhügel, beim Ackern 1963 (oder 1964) entdeckt; Reste einer Brandbestattung [von Hoppe nicht genannt; überhaupt hallstattzeitlich?]";3655000;5440000;2107;;"'Acker Willi Bechstein'";;3;0;0;0;0;0;0;0;0;0;0;0
165;2735;1;"Gruppe von etwa 28 Hügeln (in 2 Untergruppen), s von Attenfeld; Grabungen 1820, 1823, 1838-41; auch hügelgräberbronzezeitliche Funde; u. a. Bronzeschwert";3661000;5406000;2006;"Unterstall";"Wald 'Loholz'";28;3;1;1;0;0;1;0;0;0;0;0;0
166;2878;1;"2 kleinere Grabhügelgruppen, nw von Ort, ö der Mooswiese (bei Höhenrain insgesamt 6 Gruppen mit insgesamt 83 Grabhügeln); Grabung 1894 von J. Naue (5 Hügel)";3677000;5314000;2083;"Höhenrain";;;3;1;0;0;0;0;0;0;0;0;0;0
167;2877;1;"3 kleinere Grabhügelgruppen, nw von Ort (bei Höhenrain insgesamt 6 Gruppen mit insgesamt 83 Grabhügeln); Grabung 1894 von J. Naue (12 Hügel)";3677000;5314000;2083;"Höhenrain";"'Biberkor-Holz'";;3;1;0;1;0;0;0;0;0;0;0;0
168;2879;1;"Grabhügelgruppe, nw von Ort; Grabung 1908 von Fr. Weber (1 Hügel)";3677000;5314000;2083;"Höhenrain";"'Lüßholz'";;3;1;0;1;0;0;0;0;0;0;0;0
169;622;1;"Gruppe von 3 Hügeln, 2500 m s von Ort; Grabung 1884 von v. Föhr (1 Hügel); u. a. Wagenreste unter einem Steinkern";3556000;5367000;64;;"Wald 'Buch' ('Birklesäcker')";3;3;1;1;0;0;0;0;0;0;0;0;0
170;3008;1;"Gruppe von mindestens 13 stark verflachten Hügeln, 2000 m ssö von Ort, im Wiesengelände; Zerstörung eines Hügels 1978-1980, Lesefunde";3560000;5370000;64;"Treffensbuch";"'Dauner unter dem Asang' ('Tauner')";13;3;1;0;0;0;0;0;0;0;0;0;0
171;84;2;"Brandgrab, 1300 m ssö vom Ort; Sondage 1978, Grabung 1979; unmittelbar daneben Kreisgraben (äußerer Dm. 18,6 m; B. 0,2-0,45 m; T.0,6 m) mit darin eingesetzter Bohlenwand, kleinerem Pfostenkranz (Dm. 14 m) und evtl. Resten einer Steineinfassung; innerhalb ";3559000;5370000;64;"Treffensbuch";"'Heide'";;1;1;1;0;0;0;0;0;0;0;0;0
172;2759;1;"Gruppe von ehemals 6 Hügeln, sw von Ort [""südöstl."" bei Kossack muß falsch sein], zu beiden Seiten der Autobahn, 400 m wnw der Abfahrt Dachau-Fürstenfeldbruck; Grabungen 1791 (1 Hügel), 1937 vom LfD (1 Hügel); auch römerzeitliche Funde";3674000;5347000;2017;;"'Hintere Holzteile', 'Innere Neubrüche'";6;3;1;1;0;0;0;0;0;1;0;0;0
173;2761;2;"Offenbar einzelner Grabhügel [Angaben zur Lokalität bei Kossack widersprüchlich, danach nicht genau zu lokalisieren]; Grabung 1854";3673000;5351000;2017;"Kreuzholzhausen";;1;3;0;1;0;0;0;0;0;0;0;0;0
174;2875;1;"Gruppe von 15 Hügeln, hart w des Wegs  von Sibichhausen nach Aufkirchen; Grabung 1894 von J. Naue (11 Hügel); HaC-Funde";3676000;5315000;2083;"Leoni";;15;3;1;1;0;0;0;0;0;0;0;0;0
175;90;2;"Grabhügel, 1200 mm nw von Ort; Grabung 1886 von Pfarrer Aichele; evtl. hallstattzeitlich";3575000;5375000;67;;"Wald 'Berg'";;3;1;0;0;0;0;0;0;0;0;0;0
